h_a,xG,xGA,npxG,npxGA,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,ppda.att,ppda.def,ppda_allowed.att,ppda_allowed.def,team_id,team_name,league_name,year
h,2.37556,1.34971,1.45364,1.34971,2,11,2,0,2.1737,w,2021-03-08,1,0,0,3,0.10393000000000008,330,23,141,22,81,West Ham,EPL,2020
a,0.463737,1.70128,0.463737,1.70128,6,12,0,1,0.44430000000000003,l,2021-03-14,0,0,1,0,-1.2375429999999998,319,16,227,23,81,West Ham,EPL,2020
h,2.50629,1.35217,2.50629,1.35217,5,10,3,3,2.2377000000000002,d,2021-03-21,0,1,0,1,1.1541199999999998,289,20,159,13,81,West Ham,EPL,2020
a,1.59694,1.95649,1.59694,1.95649,4,4,3,2,1.1146,w,2021-04-05,1,0,0,3,-0.35955000000000004,381,19,151,20,81,West Ham,EPL,2020
h,1.02408,1.17188,1.02408,1.17188,4,7,3,2,1.2339,w,2021-04-11,1,0,0,3,-0.14779999999999993,353,14,212,31,81,West Ham,EPL,2020
a,2.06741,2.4314,1.30624,2.4314,3,1,2,3,1.0937999999999999,l,2021-04-17,0,0,1,0,-1.12516,155,16,305,16,81,West Ham,EPL,2020
h,0.267123,2.52059,0.267123,2.52059,1,7,0,1,0.10250000000000001,l,2021-04-24,0,0,1,0,-2.2534669999999997,305,25,197,18,81,West Ham,EPL,2020
a,2.42477,1.68312,2.42477,0.921949,7,4,2,1,1.8791000000000002,w,2021-05-03,1,0,0,3,1.502821,175,16,251,17,81,West Ham,EPL,2020
h,1.09704,1.56222,1.09704,1.56222,7,6,0,1,0.9518,l,2021-05-09,0,0,1,0,-0.4651799999999999,172,27,336,22,81,West Ham,EPL,2020
a,1.92378,0.922587,1.92378,0.922587,10,10,1,1,2.1406,d,2021-05-15,0,1,0,1,1.001193,353,19,272,20,81,West Ham,EPL,2020
a,3.56991,1.10741,2.80874,1.10741,9,6,3,1,2.8157,w,2021-05-19,1,0,0,3,1.7013299999999998,159,17,150,17,81,West Ham,EPL,2020
h,1.98344,1.35179,1.98344,1.35179,2,10,3,0,1.8246,w,2021-05-23,1,0,0,3,0.63165,302,17,111,18,81,West Ham,EPL,2020
h,0.822944,1.26793,0.822944,1.26793,9,5,0,1,0.9577,l,2020-09-13,0,0,1,0,-0.444986,374,33,309,19,82,Tottenham,EPL,2020
a,2.28004,2.27708,2.28004,1.51591,3,4,5,2,1.3870999999999998,w,2020-09-20,1,0,0,3,0.76413,248,23,234,27,82,Tottenham,EPL,2020
h,3.18765,0.942726,3.18765,0.181557,6,4,1,1,2.7474,d,2020-09-27,0,1,0,1,3.006093,184,19,357,10,82,Tottenham,EPL,2020
a,3.3017,0.873435,2.54054,0.112267,8,3,6,1,2.7894,w,2020-10-04,1,0,0,3,2.428273,227,34,477,24,82,Tottenham,EPL,2020
h,1.77602,1.49992,1.77602,1.49992,1,7,3,3,1.5810000000000002,d,2020-10-18,0,1,0,1,0.2761,246,20,307,17,82,Tottenham,EPL,2020
a,0.797344,0.95045,0.797344,0.95045,6,4,1,0,1.1995,w,2020-10-26,1,0,0,3,-0.15310599999999996,176,18,342,23,82,Tottenham,EPL,2020
h,1.97236,0.324457,1.21119,0.324457,3,7,2,1,2.6927,w,2020-11-01,1,0,0,3,0.886733,287,30,207,14,82,Tottenham,EPL,2020
a,1.87063,0.799352,1.87063,0.799352,4,6,1,0,2.2041,w,2020-11-08,1,0,0,3,1.071278,142,19,263,16,82,Tottenham,EPL,2020
h,0.761142,1.66325,0.761142,1.66325,2,9,2,0,0.6779,w,2020-11-21,1,0,0,3,-0.9021079999999999,295,20,164,25,82,Tottenham,EPL,2020
a,0.22689,0.974755,0.22689,0.974755,4,4,0,0,0.6184000000000001,d,2020-11-29,0,1,0,1,-0.747865,388,12,237,24,82,Tottenham,EPL,2020
h,0.390629,0.595216,0.390629,0.595216,1,11,2,0,1.052,w,2020-12-06,1,0,0,3,-0.20458699999999996,316,16,153,30,82,Tottenham,EPL,2020
a,1.40792,1.84443,1.40792,1.84443,4,10,1,1,1.0252000000000001,d,2020-12-13,0,1,0,1,-0.43650999999999995,193,18,214,20,82,Tottenham,EPL,2020
a,1.5161,1.21783,1.5161,1.21783,0,18,1,2,1.6435,l,2020-12-16,0,0,1,0,0.29827000000000004,379,21,125,17,82,Tottenham,EPL,2020
h,0.945932,1.74772,0.945932,0.986554,5,13,0,2,0.7026,l,2020-12-20,0,0,1,0,-0.04062200000000005,199,21,271,23,82,Tottenham,EPL,2020
a,0.408109,0.742598,0.408109,0.742598,5,5,1,1,0.9535,d,2020-12-27,0,1,0,1,-0.334489,301,18,272,41,82,Tottenham,EPL,2020
h,2.5286,1.15626,1.76744,1.15626,7,11,3,0,2.2944,w,2021-01-02,1,0,0,3,0.6111799999999998,365,30,139,26,82,Tottenham,EPL,2020
h,3.14372,1.05329,3.14372,1.05329,3,7,1,1,2.6103,d,2021-01-13,0,1,0,1,2.09043,258,31,299,32,82,Tottenham,EPL,2020
a,1.28385,0.978133,1.28385,0.978133,8,5,3,1,1.6108,w,2021-01-17,1,0,0,3,0.3057169999999999,187,18,359,28,82,Tottenham,EPL,2020
h,0.104586,2.58798,0.104586,2.58798,0,11,1,3,0.0264,l,2021-01-28,0,0,1,0,-2.483394,311,21,364,25,82,Tottenham,EPL,2020
a,0.372524,1.77386,0.372524,1.77386,6,21,0,1,0.3337,l,2021-01-31,0,0,1,0,-1.401336,194,16,293,31,82,Tottenham,EPL,2020
h,0.569446,2.393,0.569446,1.63183,2,13,0,1,0.243,l,2021-02-04,0,0,1,0,-1.0623839999999998,358,29,267,29,82,Tottenham,EPL,2020
h,1.92997,0.698686,1.92997,0.698686,10,3,2,0,2.3049,w,2021-02-07,1,0,0,3,1.231284,169,22,341,14,82,Tottenham,EPL,2020
a,0.4235,2.46219,0.4235,1.70102,1,17,0,3,0.1681,l,2021-02-13,0,0,1,0,-1.27752,393,20,296,31,82,Tottenham,EPL,2020
a,0.770706,1.09246,0.770706,1.09246,8,2,1,2,0.8571,l,2021-02-21,0,0,1,0,-0.321754,105,17,299,26,82,Tottenham,EPL,2020
h,2.35788,0.603212,2.35788,0.603212,4,7,4,0,2.5732999999999997,w,2021-02-28,1,0,0,3,1.7546680000000001,235,11,420,34,82,Tottenham,EPL,2020
a,1.5519,1.1715,1.5519,1.1715,7,9,1,0,1.7037,w,2021-03-04,1,0,0,3,0.38040000000000007,323,28,209,28,82,Tottenham,EPL,2020
h,2.24159,0.559383,2.24159,0.559383,5,1,4,1,2.6268000000000002,w,2021-03-07,1,0,0,3,1.682207,209,36,435,30,82,Tottenham,EPL,2020
a,0.705566,1.56529,0.705566,0.804116,4,10,1,2,0.5556,l,2021-03-14,0,0,1,0,-0.09855000000000003,282,20,313,32,82,Tottenham,EPL,2020
a,1.72011,0.439681,0.958941,0.439681,6,8,2,0,2.5343999999999998,w,2021-03-21,1,0,0,3,0.51926,216,20,241,38,82,Tottenham,EPL,2020
a,2.43683,3.30098,2.43683,3.30098,7,7,2,2,0.759,d,2021-04-04,0,1,0,1,-0.86415,162,20,312,20,82,Tottenham,EPL,2020
h,0.921801,2.09737,0.921801,2.09737,5,8,1,3,0.46909999999999996,l,2021-04-11,0,0,1,0,-1.1755690000000003,253,30,265,33,82,Tottenham,EPL,2020
a,1.4815,2.26022,1.4815,1.49905,2,6,2,2,0.8013999999999999,d,2021-04-16,0,1,0,1,-0.017549999999999955,281,18,246,23,82,Tottenham,EPL,2020
h,1.28824,1.06134,0.527071,1.06134,11,2,2,1,1.5162,w,2021-04-21,1,0,0,3,-0.534269,209,29,376,20,82,Tottenham,EPL,2020
h,2.26016,0.469026,2.26016,0.469026,7,6,4,0,2.6185,w,2021-05-02,1,0,0,3,1.791134,177,23,494,16,82,Tottenham,EPL,2020
a,1.03384,2.55216,1.03384,2.55216,5,12,1,3,0.41359999999999997,l,2021-05-08,0,0,1,0,-1.5183200000000001,238,27,201,38,82,Tottenham,EPL,2020
h,3.13947,1.09206,3.13947,1.09206,7,5,2,0,2.6144000000000003,w,2021-05-16,1,0,0,3,2.04741,208,18,369,20,82,Tottenham,EPL,2020
h,0.89279,1.63669,0.89279,1.63669,11,10,1,2,0.7892,l,2021-05-19,0,0,1,0,-0.7439,171,19,304,30,82,Tottenham,EPL,2020
a,1.85229,1.82554,1.85229,0.3032,6,2,4,2,1.3210000000000002,w,2021-05-23,1,0,0,3,1.54909,240,18,294,27,82,Tottenham,EPL,2020
a,2.16287,0.126327,2.16287,0.126327,11,0,3,0,2.8937,w,2020-09-12,1,0,0,3,2.036543,307,14,425,13,83,Arsenal,EPL,2020
h,1.32902,2.06377,1.32902,2.06377,16,4,2,1,0.8155,w,2020-09-19,1,0,0,3,-0.7347499999999998,217,17,420,23,83,Arsenal,EPL,2020
a,1.17817,2.73834,1.17817,2.73834,3,11,1,3,0.3972,l,2020-09-28,0,0,1,0,-1.56017,502,14,256,29,83,Arsenal,EPL,2020
h,0.667131,0.144994,0.667131,0.144994,4,3,2,1,1.8925,w,2020-10-04,1,0,0,3,0.5221370000000001,167,12,445,23,83,Arsenal,EPL,2020
a,0.838322,1.43023,0.838322,1.43023,3,7,0,1,0.8435999999999999,l,2020-10-17,0,0,1,0,-0.5919079999999999,346,17,311,23,83,Arsenal,EPL,2020
h,0.73944,0.736172,0.73944,0.736172,5,2,0,1,1.2724,l,2020-10-25,0,0,1,0,0.0032679999999999376,264,24,367,14,83,Arsenal,EPL,2020
a,0.998072,0.394113,0.236903,0.394113,7,10,1,0,2.0624000000000002,w,2020-11-01,1,0,0,3,-0.15721,320,27,300,17,83,Arsenal,EPL,2020
h,1.39037,1.98553,1.39037,1.98553,6,16,0,3,0.9460999999999999,l,2020-11-08,0,0,1,0,-0.5951599999999999,169,15,331,24,83,Arsenal,EPL,2020
a,0.710778,1.9617,0.710778,1.9617,4,11,0,0,0.5177,d,2020-11-22,0,1,0,1,-1.250922,312,20,179,26,83,Arsenal,EPL,2020
h,1.1185,2.0069,1.1185,2.0069,12,6,1,2,0.6944,l,2020-11-29,0,0,1,0,-0.8883999999999999,225,28,247,14,83,Arsenal,EPL,2020
